"","Gene","logFC","FDR","fdr","logfc","labels","sig"
"21961","DGKZ",-0.155187249,0.663075862,0.663075862,-0.155187249,"DGKZ","Not Sig"
"21962","LOC107985014",-0.29519399,0.663106746,0.663106746,-0.29519399,"LOC107985014","Not Sig"
"21963","LOC105378969",0.512738573,0.663430093,0.663430093,0.512738573,"LOC105378969","Not Sig"
"21964","AGAP12P",-0.793085377,0.663702876,0.663702876,-0.793085377,"AGAP12P","Not Sig"
"21965","LOC102723656",-0.607351679,0.663804303,0.663804303,-0.607351679,"LOC102723656","Not Sig"
"21966","SCN1B",0.150732974,0.663853886,0.663853886,0.150732974,"SCN1B","Not Sig"
"21967","LOC105373056",0.609378851,0.663853886,0.663853886,0.609378851,"LOC105373056","Not Sig"
"21968","MCC",0.098420937,0.664083828,0.664083828,0.098420937,"MCC","Not Sig"
"21969","CBLL1-AS1",0.233598418,0.664212889,0.664212889,0.233598418,"CBLL1-AS1","Not Sig"
"21970","LOC112268082",0.673889771,0.66424514,0.66424514,0.673889771,"LOC112268082","Not Sig"
"21971","SPATA25",0.283174089,0.664404875,0.664404875,0.283174089,"SPATA25","Not Sig"
"21972","AURKAP1",-0.27936387,0.664479511,0.664479511,-0.27936387,"AURKAP1","Not Sig"
"21973","LOC105374118",0.611311053,0.664591453,0.664591453,0.611311053,"LOC105374118","Not Sig"
"21974","CCDC74B",0.191293765,0.664602677,0.664602677,0.191293765,"CCDC74B","Not Sig"
"21975","LOC107986575",-0.665229988,0.664986599,0.664986599,-0.665229988,"LOC107986575","Not Sig"
"21976","MRPS6",-0.095038128,0.665104581,0.665104581,-0.095038128,"MRPS6","Not Sig"
"21977","LOC105379461",-0.733313735,0.665318269,0.665318269,-0.733313735,"LOC105379461","Not Sig"
"21978","KLHDC3",-0.092801131,0.665318269,0.665318269,-0.092801131,"KLHDC3","Not Sig"
"21979","IST1",-0.036124333,0.665528936,0.665528936,-0.036124333,"IST1","Not Sig"
"21980","LINC01307",-0.784323808,0.665530943,0.665530943,-0.784323808,"LINC01307","Not Sig"
"21981","LOC105375896",-0.553973762,0.665530943,0.665530943,-0.553973762,"LOC105375896","Not Sig"
"21982","STON1-GTF2A1L",-0.638733853,0.665665981,0.665665981,-0.638733853,"STON1-GTF2A1L","Not Sig"
"21983","SNX31",0.642103765,0.665797135,0.665797135,0.642103765,"SNX31","Not Sig"
"21984","LOC107986077",0.493349093,0.665807536,0.665807536,0.493349093,"LOC107986077","Not Sig"
"21985","TRIM50",-0.723309622,0.665970101,0.665970101,-0.723309622,"TRIM50","Not Sig"
"21986","C1orf131",-0.098324779,0.665970101,0.665970101,-0.098324779,"C1orf131","Not Sig"
"21987","VPS33B-DT",-0.379942869,0.666074541,0.666074541,-0.379942869,"VPS33B-DT","Not Sig"
"21988","LOC105370248",-0.751673687,0.666168901,0.666168901,-0.751673687,"LOC105370248","Not Sig"
"21989","ZNF546",0.588057428,0.666260982,0.666260982,0.588057428,"ZNF546","Not Sig"
"21990","LOC105378228",0.590395787,0.666319895,0.666319895,0.590395787,"LOC105378228","Not Sig"
"21991","PRANCR",-0.134343565,0.666358822,0.666358822,-0.134343565,"PRANCR","Not Sig"
"21992","LOC107986909_1",0.653905976,0.66638619,0.66638619,0.653905976,"LOC107986909_1","Not Sig"
"21993","CNTROB",-0.067758046,0.666621125,0.666621125,-0.067758046,"CNTROB","Not Sig"
"21994","DMRTC2",-0.729806993,0.666754241,0.666754241,-0.729806993,"DMRTC2","Not Sig"
"21995","LOC105377489",-0.782122263,0.666862867,0.666862867,-0.782122263,"LOC105377489","Not Sig"
"21996","LOC105371344",-0.446797276,0.666972459,0.666972459,-0.446797276,"LOC105371344","Not Sig"
"21997","TPPP2",0.707506733,0.666998924,0.666998924,0.707506733,"TPPP2","Not Sig"
"21998","LOC101930421",-0.731574594,0.667343159,0.667343159,-0.731574594,"LOC101930421","Not Sig"
"21999","URAHP",-0.253546198,0.667343159,0.667343159,-0.253546198,"URAHP","Not Sig"
"22000","LOC105372505",0.702476253,0.667851724,0.667851724,0.702476253,"LOC105372505","Not Sig"
"22001","NEU1_2",-0.563789791,0.668095353,0.668095353,-0.563789791,"NEU1_2","Not Sig"
"22002","C4orf54",-0.780267781,0.668122342,0.668122342,-0.780267781,"C4orf54","Not Sig"
"22003","SPSB4",-0.139711515,0.668708494,0.668708494,-0.139711515,"SPSB4","Not Sig"
"22004","LINC00167",-0.585325085,0.668776943,0.668776943,-0.585325085,"LINC00167","Not Sig"
"22005","LOC105373883",0.473438363,0.668780684,0.668780684,0.473438363,"LOC105373883","Not Sig"
"22006","LINC01398",0.536509743,0.668780684,0.668780684,0.536509743,"LINC01398","Not Sig"
"22007","NXPE3",-0.066350822,0.669140957,0.669140957,-0.066350822,"NXPE3","Not Sig"
"22008","RNF148",-0.742173645,0.66922796,0.66922796,-0.742173645,"RNF148","Not Sig"
"22009","CKMT1B",0.166487043,0.66922796,0.66922796,0.166487043,"CKMT1B","Not Sig"
"22010","MIR4479",-0.571384344,0.669295244,0.669295244,-0.571384344,"MIR4479","Not Sig"
"22011","METTL22",-0.067655051,0.669555395,0.669555395,-0.067655051,"METTL22","Not Sig"
"22012","CFAP65",0.394199676,0.669555395,0.669555395,0.394199676,"CFAP65","Not Sig"
"22013","WDR46_3",0.693345483,0.669609464,0.669609464,0.693345483,"WDR46_3","Not Sig"
"22014","MIR378D2HG",-0.766923018,0.669619262,0.669619262,-0.766923018,"MIR378D2HG","Not Sig"
"22015","RASA3",0.556668752,0.669805765,0.669805765,0.556668752,"RASA3","Not Sig"
"22016","MIR3685",-0.384970513,0.670005237,0.670005237,-0.384970513,"MIR3685","Not Sig"
"22017","PSMB3_1",-0.470626068,0.670108185,0.670108185,-0.470626068,"PSMB3_1","Not Sig"
"22018","SRGAP2C",0.151508516,0.67023026,0.67023026,0.151508516,"SRGAP2C","Not Sig"
"22019","SLC35B3",-0.082255138,0.670279261,0.670279261,-0.082255138,"SLC35B3","Not Sig"
"22020","ADPRM",0.131988034,0.670597,0.670597,0.131988034,"ADPRM","Not Sig"
"22021","ANKRD42-DT",0.193762446,0.670640445,0.670640445,0.193762446,"ANKRD42-DT","Not Sig"
"22022","FKBP8",-0.097376798,0.670876704,0.670876704,-0.097376798,"FKBP8","Not Sig"
"22023","GSDMB",0.159152738,0.67098734,0.67098734,0.159152738,"GSDMB","Not Sig"
"22024","OLA1",0.055949617,0.671762111,0.671762111,0.055949617,"OLA1","Not Sig"
"22025","AGAP7P",-0.233116254,0.671905905,0.671905905,-0.233116254,"AGAP7P","Not Sig"
"22026","BHLHE40-AS1",-0.708251408,0.671964708,0.671964708,-0.708251408,"BHLHE40-AS1","Not Sig"
"22027","LOC105375704",-0.649044159,0.672947272,0.672947272,-0.649044159,"LOC105375704","Not Sig"
"22028","NINJ2-AS1",-0.188179054,0.67297162,0.67297162,-0.188179054,"NINJ2-AS1","Not Sig"
"22029","LOC112268056",0.375825866,0.67323174,0.67323174,0.375825866,"LOC112268056","Not Sig"
"22030","LOC107986362",-0.718178115,0.673431252,0.673431252,-0.718178115,"LOC107986362","Not Sig"
"22031","LOC105370195",-0.598848167,0.673431252,0.673431252,-0.598848167,"LOC105370195","Not Sig"
"22032","RNF139",0.044358993,0.673431252,0.673431252,0.044358993,"RNF139","Not Sig"
"22033","LOC107986028",0.603295388,0.673431252,0.673431252,0.603295388,"LOC107986028","Not Sig"
"22034","LOC105371843",-0.747225272,0.673514521,0.673514521,-0.747225272,"LOC105371843","Not Sig"
"22035","LINC02712",-0.735484649,0.673514521,0.673514521,-0.735484649,"LINC02712","Not Sig"
"22036","LOC283045",-0.718159965,0.673542897,0.673542897,-0.718159965,"LOC283045","Not Sig"
"22037","KANSL1L",-0.151644983,0.673542897,0.673542897,-0.151644983,"KANSL1L","Not Sig"
"22038","CKMT1A",-0.213876683,0.674061437,0.674061437,-0.213876683,"CKMT1A","Not Sig"
"22039","LOC101929021",0.432584236,0.674061437,0.674061437,0.432584236,"LOC101929021","Not Sig"
"22040","WASHC2C",-0.059603493,0.674092655,0.674092655,-0.059603493,"WASHC2C","Not Sig"
"22041","NRSN2-AS1",0.173151509,0.674213893,0.674213893,0.173151509,"NRSN2-AS1","Not Sig"
"22042","LINC01011",0.169162732,0.675215347,0.675215347,0.169162732,"LINC01011","Not Sig"
"22043","TMLHE-AS1",-0.739348585,0.675253954,0.675253954,-0.739348585,"TMLHE-AS1","Not Sig"
"22044","TMCC2-AS1",-0.746533781,0.675381135,0.675381135,-0.746533781,"TMCC2-AS1","Not Sig"
"22045","LOC107984394",-0.643639168,0.675455841,0.675455841,-0.643639168,"LOC107984394","Not Sig"
"22046","LOC105371449",0.348212694,0.675485357,0.675485357,0.348212694,"LOC105371449","Not Sig"
"22047","OGDHL",0.156684649,0.675531893,0.675531893,0.156684649,"OGDHL","Not Sig"
"22048","CLCN2",-0.105858794,0.67557204,0.67557204,-0.105858794,"CLCN2","Not Sig"
"22049","B3GALNT2_1",-0.5213473,0.675638966,0.675638966,-0.5213473,"B3GALNT2_1","Not Sig"
"22050","LENG8",0.511839387,0.675928573,0.675928573,0.511839387,"LENG8","Not Sig"
"22051","LRRIQ3",-0.275115938,0.676128488,0.676128488,-0.275115938,"LRRIQ3","Not Sig"
"22052","ADGRL2",-0.067969697,0.676174288,0.676174288,-0.067969697,"ADGRL2","Not Sig"
"22053","MOSMO",0.432590083,0.676214029,0.676214029,0.432590083,"MOSMO","Not Sig"
"22054","LOC105372898",-0.751262395,0.676215906,0.676215906,-0.751262395,"LOC105372898","Not Sig"
"22055","GRIN3B",-0.244392363,0.676251728,0.676251728,-0.244392363,"GRIN3B","Not Sig"
"22056","SMG7-AS1",0.344280999,0.676251728,0.676251728,0.344280999,"SMG7-AS1","Not Sig"
"22057","SAMD1",0.454776978,0.676251728,0.676251728,0.454776978,"SAMD1","Not Sig"
"22058","BORCS5",-0.675472142,0.67635377,0.67635377,-0.675472142,"BORCS5","Not Sig"
"22059","SNHG6",-0.120335929,0.676369524,0.676369524,-0.120335929,"SNHG6","Not Sig"
"22060","MIR3124",-0.600972247,0.676521339,0.676521339,-0.600972247,"MIR3124","Not Sig"
"22061","COL11A2_6",0.698637574,0.676545297,0.676545297,0.698637574,"COL11A2_6","Not Sig"
"22062","NDUFAB1",-0.140873193,0.676775876,0.676775876,-0.140873193,"NDUFAB1","Not Sig"
"22063","WNT3_2",0.738092388,0.677027313,0.677027313,0.738092388,"WNT3_2","Not Sig"
"22064","LOC107986716",-0.504817941,0.677051639,0.677051639,-0.504817941,"LOC107986716","Not Sig"
"22065","DAD1",-0.123536964,0.677322604,0.677322604,-0.123536964,"DAD1","Not Sig"
"22066","LOC105372707",0.199051177,0.677322604,0.677322604,0.199051177,"LOC105372707","Not Sig"
"22067","LINC02763",-0.733192874,0.677416056,0.677416056,-0.733192874,"LINC02763","Not Sig"
"22068","RAB43",-0.439116128,0.677542532,0.677542532,-0.439116128,"RAB43","Not Sig"
"22069","NEK4",0.081463821,0.677567729,0.677567729,0.081463821,"NEK4","Not Sig"
"22070","SLC26A4",-0.664384065,0.677726405,0.677726405,-0.664384065,"SLC26A4","Not Sig"
"22071","HIVEP1",-0.176705497,0.677750732,0.677750732,-0.176705497,"HIVEP1","Not Sig"
"22072","ZNF628",-0.108878659,0.677897953,0.677897953,-0.108878659,"ZNF628","Not Sig"
"22073","CFHR4",-0.694293382,0.678153832,0.678153832,-0.694293382,"CFHR4","Not Sig"
"22074","TNKS2-AS1",-0.287319107,0.678180146,0.678180146,-0.287319107,"TNKS2-AS1","Not Sig"
"22075","FABP6-AS1",0.657869593,0.678213138,0.678213138,0.657869593,"FABP6-AS1","Not Sig"
"22076","AGPAT1_1",-0.575924305,0.678444824,0.678444824,-0.575924305,"AGPAT1_1","Not Sig"
"22077","LOC101927157",0.505292647,0.678709463,0.678709463,0.505292647,"LOC101927157","Not Sig"
"22078","ABHD11-AS1",-0.685461043,0.678784365,0.678784365,-0.685461043,"ABHD11-AS1","Not Sig"
"22079","RNU12",-0.733967966,0.678827637,0.678827637,-0.733967966,"RNU12","Not Sig"
"22080","DAP",0.039681201,0.678979626,0.678979626,0.039681201,"DAP","Not Sig"
"22081","PAX5",-0.354639905,0.679209727,0.679209727,-0.354639905,"PAX5","Not Sig"
"22082","LOC101928936",-0.553103817,0.679539239,0.679539239,-0.553103817,"LOC101928936","Not Sig"
"22083","AACS",0.032779319,0.679539239,0.679539239,0.032779319,"AACS","Not Sig"
"22084","LOC107985144",0.614225001,0.679593996,0.679593996,0.614225001,"LOC107985144","Not Sig"
"22085","MRM1",-0.722588598,0.67990182,0.67990182,-0.722588598,"MRM1","Not Sig"
"22086","LYPD6B",-0.379198485,0.679920081,0.679920081,-0.379198485,"LYPD6B","Not Sig"
"22087","SEMA5A",-0.201211883,0.680029873,0.680029873,-0.201211883,"SEMA5A","Not Sig"
"22088","MBD3",0.164846031,0.68010439,0.68010439,0.164846031,"MBD3","Not Sig"
"22089","GPR176-DT",-0.556831027,0.680161464,0.680161464,-0.556831027,"GPR176-DT","Not Sig"
"22090","XYLT1",-0.486881862,0.680237963,0.680237963,-0.486881862,"XYLT1","Not Sig"
"22091","LOC112267929",0.664787825,0.680292729,0.680292729,0.664787825,"LOC112267929","Not Sig"
"22092","SLC46A2",-0.471763919,0.680596155,0.680596155,-0.471763919,"SLC46A2","Not Sig"
"22093","LOC105372663",-0.454236354,0.680866331,0.680866331,-0.454236354,"LOC105372663","Not Sig"
"22094","LOC105371399",-0.484472293,0.681331961,0.681331961,-0.484472293,"LOC105371399","Not Sig"
"22095","DHX57",0.053577555,0.681381592,0.681381592,0.053577555,"DHX57","Not Sig"
"22096","DDX11-AS1",-0.155109268,0.681750846,0.681750846,-0.155109268,"DDX11-AS1","Not Sig"
"22097","LOC400464",0.479270866,0.681750846,0.681750846,0.479270866,"LOC400464","Not Sig"
"22098","MSRB3",0.185002607,0.68177928,0.68177928,0.185002607,"MSRB3","Not Sig"
"22099","PDS5B",0.105934888,0.681948153,0.681948153,0.105934888,"PDS5B","Not Sig"
"22100","ITM2C",-0.163652623,0.682164188,0.682164188,-0.163652623,"ITM2C","Not Sig"
"22101","LINC00884",0.544506818,0.682164188,0.682164188,0.544506818,"LINC00884","Not Sig"
"22102","AGPAT1_3",-0.604000735,0.682579253,0.682579253,-0.604000735,"AGPAT1_3","Not Sig"
"22103","CCR10",-0.276573516,0.68267248,0.68267248,-0.276573516,"CCR10","Not Sig"
"22104","MED26",0.152217519,0.683172663,0.683172663,0.152217519,"MED26","Not Sig"
"22105","LOC107987417",0.408587237,0.683173417,0.683173417,0.408587237,"LOC107987417","Not Sig"
"22106","IL15RA",-0.513237538,0.683268142,0.683268142,-0.513237538,"IL15RA","Not Sig"
"22107","DAXX",0.373246784,0.68330075,0.68330075,0.373246784,"DAXX","Not Sig"
"22108","TSC22D4",0.141663696,0.683581563,0.683581563,0.141663696,"TSC22D4","Not Sig"
"22109","FDFT1_1",-0.179027574,0.683988124,0.683988124,-0.179027574,"FDFT1_1","Not Sig"
"22110","TIMM29",-0.099206275,0.684258173,0.684258173,-0.099206275,"TIMM29","Not Sig"
"22111","GRK6",0.070458208,0.684258173,0.684258173,0.070458208,"GRK6","Not Sig"
"22112","BBC3",-0.313191754,0.684460507,0.684460507,-0.313191754,"BBC3","Not Sig"
"22113","TLE2",0.258982495,0.684834428,0.684834428,0.258982495,"TLE2","Not Sig"
"22114","MIR4292",0.201701284,0.685011501,0.685011501,0.201701284,"MIR4292","Not Sig"
"22115","LOC107986428",0.357957857,0.685027843,0.685027843,0.357957857,"LOC107986428","Not Sig"
"22116","LINC00159",-0.562947998,0.685074373,0.685074373,-0.562947998,"LINC00159","Not Sig"
"22117","LOC105369725",0.382191269,0.685369089,0.685369089,0.382191269,"LOC105369725","Not Sig"
"22118","LOC102724723",-0.712115912,0.68537473,0.68537473,-0.712115912,"LOC102724723","Not Sig"
"22119","MKKS",0.080501685,0.685522267,0.685522267,0.080501685,"MKKS","Not Sig"
"22120","LOC105375328",0.261131938,0.685606662,0.685606662,0.261131938,"LOC105375328","Not Sig"
"22121","ACTN4",0.491991465,0.685650936,0.685650936,0.491991465,"ACTN4","Not Sig"
"22122","LOC105370139",0.652371346,0.685814375,0.685814375,0.652371346,"LOC105370139","Not Sig"
"22123","LOC105376159",-0.705076512,0.685916678,0.685916678,-0.705076512,"LOC105376159","Not Sig"
"22124","PEX10",0.143267419,0.686316827,0.686316827,0.143267419,"PEX10","Not Sig"
"22125","AQP1",-0.306999271,0.686624231,0.686624231,-0.306999271,"AQP1","Not Sig"
"22126","BRPF1",-0.100112453,0.686692251,0.686692251,-0.100112453,"BRPF1","Not Sig"
"22127","TSPAN10",0.44652801,0.686692251,0.686692251,0.44652801,"TSPAN10","Not Sig"
"22128","SCEL",0.584550294,0.68683791,0.68683791,0.584550294,"SCEL","Not Sig"
"22129","LOC101928055_1",0.579941967,0.686857318,0.686857318,0.579941967,"LOC101928055_1","Not Sig"
"22130","TMEM262",-0.663137948,0.686880729,0.686880729,-0.663137948,"TMEM262","Not Sig"
"22131","LPXN",-0.200337212,0.686880729,0.686880729,-0.200337212,"LPXN","Not Sig"
"22132","NFKBIB_1",-0.608403231,0.687100051,0.687100051,-0.608403231,"NFKBIB_1","Not Sig"
"22133","SKIV2L_4",-0.67367155,0.687180874,0.687180874,-0.67367155,"SKIV2L_4","Not Sig"
"22134","TTC8",-0.084705802,0.687670727,0.687670727,-0.084705802,"TTC8","Not Sig"
"22135","PPP1R36",-0.342103634,0.688128076,0.688128076,-0.342103634,"PPP1R36","Not Sig"
"22136","LOC102723512",-0.326039413,0.688128076,0.688128076,-0.326039413,"LOC102723512","Not Sig"
"22137","SWSAP1",0.179994018,0.688137399,0.688137399,0.179994018,"SWSAP1","Not Sig"
"22138","MIR124-1HG_1",-0.30047643,0.688639029,0.688639029,-0.30047643,"MIR124-1HG_1","Not Sig"
"22139","NRDE2",0.074580004,0.688775859,0.688775859,0.074580004,"NRDE2","Not Sig"
"22140","LOC100289511",-0.291678736,0.689095848,0.689095848,-0.291678736,"LOC100289511","Not Sig"
"22141","LOC105375170",-0.715162737,0.6891923,0.6891923,-0.715162737,"LOC105375170","Not Sig"
"22142","TBC1D3K",0.694497222,0.689197229,0.689197229,0.694497222,"TBC1D3K","Not Sig"
"22143","DET1",-0.088230938,0.689818972,0.689818972,-0.088230938,"DET1","Not Sig"
"22144","PPP1R11_7",0.530461381,0.690097156,0.690097156,0.530461381,"PPP1R11_7","Not Sig"
"22145","ITSN2",-0.130419228,0.690098458,0.690098458,-0.130419228,"ITSN2","Not Sig"
"22146","KCNJ14",0.156907904,0.690397017,0.690397017,0.156907904,"KCNJ14","Not Sig"
"22147","LOC107985556",0.341137254,0.690397017,0.690397017,0.341137254,"LOC107985556","Not Sig"
"22148","AANAT",-0.360618218,0.690862836,0.690862836,-0.360618218,"AANAT","Not Sig"
"22149","CSF1R",-0.358265035,0.690862836,0.690862836,-0.358265035,"CSF1R","Not Sig"
"22150","MAPRE1",-0.042528655,0.690981978,0.690981978,-0.042528655,"MAPRE1","Not Sig"
"22151","PNMA5",0.513245969,0.691048456,0.691048456,0.513245969,"PNMA5","Not Sig"
"22152","LOC105374663",0.682727318,0.691048456,0.691048456,0.682727318,"LOC105374663","Not Sig"
"22153","CNOT3_2",0.720932346,0.691048456,0.691048456,0.720932346,"CNOT3_2","Not Sig"
"22154","APPBP2-DT",-0.529791405,0.691430826,0.691430826,-0.529791405,"APPBP2-DT","Not Sig"
"22155","LINC01061",-0.123829976,0.692051499,0.692051499,-0.123829976,"LINC01061","Not Sig"
"22156","WBP2NL",0.5627379,0.692051499,0.692051499,0.5627379,"WBP2NL","Not Sig"
"22157","TRIM39_4",0.539643451,0.692228682,0.692228682,0.539643451,"TRIM39_4","Not Sig"
"22158","CPA2",-0.59276039,0.692345111,0.692345111,-0.59276039,"CPA2","Not Sig"
"22159","GTF3A",-0.084468783,0.692345111,0.692345111,-0.084468783,"GTF3A","Not Sig"
"22160","FGF7",-0.523494722,0.692363395,0.692363395,-0.523494722,"FGF7","Not Sig"
"22161","POC5",0.060997642,0.692482082,0.692482082,0.060997642,"POC5","Not Sig"
"22162","FLICR",-0.689463563,0.692630071,0.692630071,-0.689463563,"FLICR","Not Sig"
"22163","LOC101929201",0.272160823,0.692652547,0.692652547,0.272160823,"LOC101929201","Not Sig"
"22164","TRIM49D1",-0.699233617,0.692853421,0.692853421,-0.699233617,"TRIM49D1","Not Sig"
"22165","RCC2_1",-0.619621243,0.692890365,0.692890365,-0.619621243,"RCC2_1","Not Sig"
"22166","MDP1",0.689066488,0.692942715,0.692942715,0.689066488,"MDP1","Not Sig"
"22167","SOX3",0.185136497,0.692979268,0.692979268,0.185136497,"SOX3","Not Sig"
"22168","ITGAE",0.093464635,0.692988772,0.692988772,0.093464635,"ITGAE","Not Sig"
"22169","HAPLN1",-0.172835776,0.693172406,0.693172406,-0.172835776,"HAPLN1","Not Sig"
"22170","RNVU1-14",0.506611379,0.693172406,0.693172406,0.506611379,"RNVU1-14","Not Sig"
"22171","LOC107986290",0.343371708,0.693447767,0.693447767,0.343371708,"LOC107986290","Not Sig"
"22172","LINC00528",-0.487125285,0.693582818,0.693582818,-0.487125285,"LINC00528","Not Sig"
"22173","AKAP10",-0.088203098,0.693609892,0.693609892,-0.088203098,"AKAP10","Not Sig"
"22174","FGF8",-0.379196249,0.693847315,0.693847315,-0.379196249,"FGF8","Not Sig"
"22175","DDHD1-DT",0.599604628,0.693847315,0.693847315,0.599604628,"DDHD1-DT","Not Sig"
"22176","LOC102724660",-0.147450403,0.693930189,0.693930189,-0.147450403,"LOC102724660","Not Sig"
"22177","FBXO17_1",-0.636370052,0.693947737,0.693947737,-0.636370052,"FBXO17_1","Not Sig"
"22178","TMLHE",0.092017117,0.694083316,0.694083316,0.092017117,"TMLHE","Not Sig"
"22179","COL11A2_3",0.615632578,0.694116865,0.694116865,0.615632578,"COL11A2_3","Not Sig"
"22180","SNORD116-20",-0.171374812,0.694368108,0.694368108,-0.171374812,"SNORD116-20","Not Sig"
"22181","HMGCL",0.122050819,0.694804697,0.694804697,0.122050819,"HMGCL","Not Sig"
"22182","LOC105373102_1",-0.684526874,0.694854287,0.694854287,-0.684526874,"LOC105373102_1","Not Sig"
"22183","SPATA17",0.189509479,0.695274615,0.695274615,0.189509479,"SPATA17","Not Sig"
"22184","FAM21EP",0.288276904,0.695608533,0.695608533,0.288276904,"FAM21EP","Not Sig"
"22185","RP1L1_1",0.687504206,0.69563707,0.69563707,0.687504206,"RP1L1_1","Not Sig"
"22186","LOC105372614",0.60656863,0.695682077,0.695682077,0.60656863,"LOC105372614","Not Sig"
"22187","C12orf50",0.700308417,0.695815034,0.695815034,0.700308417,"C12orf50","Not Sig"
"22188","LINC02339",0.622731682,0.69590434,0.69590434,0.622731682,"LINC02339","Not Sig"
"22189","NRAV",0.136933233,0.696048696,0.696048696,0.136933233,"NRAV","Not Sig"
"22190","LOC105374845",0.416751116,0.696072983,0.696072983,0.416751116,"LOC105374845","Not Sig"
"22191","MED1",-0.112339425,0.696381669,0.696381669,-0.112339425,"MED1","Not Sig"
"22192","LOC105369720",-0.672741267,0.696556479,0.696556479,-0.672741267,"LOC105369720","Not Sig"
"22193","LOC105377310",-0.502292364,0.697358818,0.697358818,-0.502292364,"LOC105377310","Not Sig"
"22194","LOC107984018",0.57835754,0.697518024,0.697518024,0.57835754,"LOC107984018","Not Sig"
"22195","LOC101059948",-0.415200948,0.697726919,0.697726919,-0.415200948,"LOC101059948","Not Sig"
"22196","MKRN7P",0.469500577,0.698068679,0.698068679,0.469500577,"MKRN7P","Not Sig"
"22197","EFL1P1",0.316036185,0.698081879,0.698081879,0.316036185,"EFL1P1","Not Sig"
"22198","CWC25",-0.633141676,0.698119636,0.698119636,-0.633141676,"CWC25","Not Sig"
"22199","LINC02519",-0.290082957,0.698119636,0.698119636,-0.290082957,"LINC02519","Not Sig"
"22200","OAZ1",-0.123480271,0.698593454,0.698593454,-0.123480271,"OAZ1","Not Sig"
"22201","LOC105370500",-0.636298294,0.698911432,0.698911432,-0.636298294,"LOC105370500","Not Sig"
"22202","LOC101928386",-0.645381071,0.699243325,0.699243325,-0.645381071,"LOC101928386","Not Sig"
"22203","CHKB",-0.355407102,0.699243325,0.699243325,-0.355407102,"CHKB","Not Sig"
"22204","REL",0.141295334,0.699243325,0.699243325,0.141295334,"REL","Not Sig"
"22205","CDC20B",-0.512281932,0.699266435,0.699266435,-0.512281932,"CDC20B","Not Sig"
"22206","CLIC1_5",-0.700947109,0.69934825,0.69934825,-0.700947109,"CLIC1_5","Not Sig"
"22207","HDC",-0.547850722,0.699661465,0.699661465,-0.547850722,"HDC","Not Sig"
"22208","LOC112268430",0.439843505,0.699772873,0.699772873,0.439843505,"LOC112268430","Not Sig"
"22209","FAM86B1",0.330633986,0.699899268,0.699899268,0.330633986,"FAM86B1","Not Sig"
"22210","SIM2",0.506499019,0.700100328,0.700100328,0.506499019,"SIM2","Not Sig"
"22211","GOLGA6A",-0.437298838,0.700312243,0.700312243,-0.437298838,"GOLGA6A","Not Sig"
"22212","SYCE3",-0.429185743,0.700648668,0.700648668,-0.429185743,"SYCE3","Not Sig"
"22213","OR8D4",-0.688237378,0.702198895,0.702198895,-0.688237378,"OR8D4","Not Sig"
"22214","LOC107984418",-0.532243039,0.702500171,0.702500171,-0.532243039,"LOC107984418","Not Sig"
"22215","MIR1915",0.462034969,0.702730432,0.702730432,0.462034969,"MIR1915","Not Sig"
"22216","HERC2P2_2",0.364826436,0.703348869,0.703348869,0.364826436,"HERC2P2_2","Not Sig"
"22217","LOC107985898",0.593998629,0.703481524,0.703481524,0.593998629,"LOC107985898","Not Sig"
"22218","POLR2L",-0.183337417,0.703564615,0.703564615,-0.183337417,"POLR2L","Not Sig"
"22219","CLK2_1",-0.599945918,0.703582583,0.703582583,-0.599945918,"CLK2_1","Not Sig"
"22220","FBXL5",0.055640273,0.703582583,0.703582583,0.055640273,"FBXL5","Not Sig"
"22221","CCNI2",0.298248506,0.703790161,0.703790161,0.298248506,"CCNI2","Not Sig"
"22222","ZNRD1ASP",0.626505134,0.703862284,0.703862284,0.626505134,"ZNRD1ASP","Not Sig"
"22223","LNC-LBCS",0.401341172,0.703953817,0.703953817,0.401341172,"LNC-LBCS","Not Sig"
"22224","TMEM251",-0.622700596,0.70406155,0.70406155,-0.622700596,"TMEM251","Not Sig"
"22225","FAM149B1",0.074808864,0.704141439,0.704141439,0.074808864,"FAM149B1","Not Sig"
"22226","GPR84",0.682297105,0.704141439,0.704141439,0.682297105,"GPR84","Not Sig"
"22227","LOC107986833",-0.668675853,0.704384984,0.704384984,-0.668675853,"LOC107986833","Not Sig"
"22228","SNORA13",0.248544043,0.704384984,0.704384984,0.248544043,"SNORA13","Not Sig"
"22229","CARD9",0.18021606,0.704405659,0.704405659,0.18021606,"CARD9","Not Sig"
"22230","LOC105369401",-0.618611705,0.704466218,0.704466218,-0.618611705,"LOC105369401","Not Sig"
"22231","SEC61A1",-0.10182418,0.704466218,0.704466218,-0.10182418,"SEC61A1","Not Sig"
"22232","ASB16",0.181708311,0.704466218,0.704466218,0.181708311,"ASB16","Not Sig"
"22233","LOC105374002",0.430920812,0.704466218,0.704466218,0.430920812,"LOC105374002","Not Sig"
"22234","H4C11",-0.484787264,0.704726487,0.704726487,-0.484787264,"H4C11","Not Sig"
"22235","VPS25",-0.115053621,0.705149886,0.705149886,-0.115053621,"VPS25","Not Sig"
"22236","LOC107984203",-0.676191074,0.705216781,0.705216781,-0.676191074,"LOC107984203","Not Sig"
"22237","DLC1_1",-0.531535335,0.705393899,0.705393899,-0.531535335,"DLC1_1","Not Sig"
